DLL Identifier,Authorized Name,Short Name,Author Name English,Author Name Latin,Author Name Native Language,BNE URL,BNF URL,DNB URL,ICCU URL,ISNI URL,Other Alternative Name Form(s),Perseus Name,Wikidata URL
A3020,"Filelfo, Francesco, 1398-1481",,,Franciscus Philelphus,,"Filelfo, Francesco 1398-1481",Filelfo Francesco 1398-1481,"Philelphus, Franciscus 1398-1481","Filelfo , Francesco",Franciscus Philelphus,,,
A3028,"Sulpicia, active 1st century B.C.",Sulpicia,Sulpicia,Sulpicia,,,Sulpicia (00..-00.. av. J.-C. ; poétesse),"Sulpicia, Servi Filia",,Sulpicia 1st cent. B.C,,Sulpicia 1st cent. B.C,
A3026,Pentadius,,,Pentadius,,,,,,,,,
A3022,"Chintila, King of the Visigoths, -640",,,"Chintila, rex Visigothorum",,,,"Chintila Westgotenreich, König -640",,,,,
A3031,"Aethelbald Mercia, -757",,,"Aethilwaldus, Aldhelmi discipulus, rex Merciae",,,,"Aethelbald Mercia, König -757",,Æþelbald,,,
A3005,"Anselmi, Giorgio, 1722-1797",,,,,,,"Anselmi, Giorgio 1722-1797",,"Anselmi, Giorgio",,,
A3014,"Bonaiuto, da Casentino, -1312?",,,,,,,,,,,,
A3023,"Bonincontri, Lorenzo, 1410-1491",,,,,,Buonincontri Lorenzo 1411?-1491?,,"Bonincontri , Lorenzo","Bonincontri, Lorenzo 1410-c.1502 da San Miniato",,,
A3011,"Buonaccorsi, Filippo, 1437-1496",,,,,,Buonaccorsi Filippo 1437-1497,Philippus Bonaccursius 1437-1496,,Philippus 1437-1496 Bonaccursius,,,
A3019,"Calcagnini, Celio, 1479-1541",,,,,,Calcagnini Celio 1479-1541,"Calcagnini, Celio 1479-1541","Calcagnini , Celio","Calcagnini, Celio 1479-1541",,,
A3027,"Cavalchini, Rinaldo",,,,,,,,,,,,
A3015,"Collenuccio, Pandolfo, 1444-1504",,,,,"Collenuccio, Pandolfo 1444-1504",Collenuccio Pandolfo 1444-1504,"Collenuccio, Pandolfo 1444-1504","Collenuccio , Pandolfo &lt;1444-1504&gt;","Collenucio, Pandolfo",,,
A3025,"Cortesi, Tommaso Alessandro",,,,,,,"Cortesi, Tommaso Alessandro",,,,,
A3013,Crispus Mediolanensis c. 14. C.,,,Crispus Mediolanensis,,,,Crispus Mediolanensis ca. ca. 14. Jh.,,,,,
A3021,"Crivellone, -approximately 1730",,,,,,,"Crivelli, Angelo Maria -1730",,"Crivelli, Angelo Maria -1730",,,
A3030,"Decembrio, Pier Candido, 1399-1477",,,,,"Decembrio, Pier Candido 1399-1477",,"Decembrio, Pier Candido 1399-1477","Decembrio , Pier Candido",Pier Candido Decembrio,,,
A3008,"Guarini, Girolamo, 1421-1460",,,,,,,,,,,,
A3007,"Ramusio, Giovanni Battista, 1485-1557",,,,,,Ramusio Giovanni Battista 1485-1557,"Ramusio, Giovanni Baptista 1485-1557","Ramusio , Giovanni Battista","Ramusio, Giovanni Battista",,,
A3034,"Crinito, Pietro, 1465-approximately 1504",,,,,,Crinito Pietro Riccio 1475-1507,"Crinito, Pietro 1465-1504","Crinito , Pietro","Crinito, Pietro",,,
A3018,"Di Meletto Rossi, Checco, 1320-1363",,,,,,Di Meletto Rossi Checco 1320-1363,"Rossi, Checco di Meletto 1320-1363",,Checco Miletto de Rossi poète italien,,,
A3054,Vespa 2nd/4. century,,,Vespa,,,,,,Vespa 2./4. Jh. n. Chr,,Vespa 2./4. Jh. n. Chr,
A3076,Thomas of Celano 1190-1260,,,Thomas‏ Celanensis‏,,,Thomas de Celano 1190?-1260?,Thomas von Celano 1190-1260,,Thomas 1190-1260 von Celano,,Thomas of Celano,
A3051,Hosidius Geta ca. 2nd century,,,Hosidius Geta,,,,Hosidius Geta ca. 2. Jh.,,Хозидий Гета,,Hosidius Geta,
A3057,Lollius Urbicus ca. 3rd century,,,Urbicus Lollius,,,,Lollius Urbicus ca. 3. Jh.,,,,Lollius Urbicus,
A3077,Thomas Monumetensis ca. 1170,,Thomas of Monmouth,Thoas Monumetensis,,,,Thomas Monumetensis ca. um 1170,,Thomas of Monmouth,,"Thomas, of Monmouth",
A3052,Acholius,,,Acholius,,,,,,,,Acholius,
A3074,Septimius,,,Septimius,,,,,,,,Septimius,
A3055,Lindinus Poeta 5th or 5th/6th century,,,Lindinus Poeta,,,,Lindinus Poeta 5. bzw. 5./6. Jh.,,,,Lindinus Poeta 5. bzw. 5./6. Jh. n. Chr,
A3053,Pardulus Laudunensis,,,Pardulus Laudunensis,,,,Pardulus Laudunensis,,,,Pardulus Laudunensis,
A3056,"Merula, Giorgio, -1494",Merula,,Georgius Merula,,,Merula Giorgio 1424?-1494,Georgius Merula -1494,,"Merula, Giorgio",,,
A3033,"Cantalicio, Giovanni Battista, -1515",,,,,"Cantalicio, Giovanni Battista",Cantalicio Giovanni Battista 1450-1515,"Cantalicio, Giovanni Battista Valentini 1450-1515","Cantalicio , Giovanni Battista","Cantalicio, Giovanni Battista m. 1515",,,
A3050,"Foglietta, Uberto, 1518-1581",,,,,"Foglietta, Uberto 1518-1581",Foglietta Uberto 1518-1581,"Foglietta, Uberto 1518-1581","Foglietta , Uberto","Foglietta, Uberto",,,
A3073,"Gambara, Lorenzo, approximately 1495-1585",,,,,"Gambara, Lorenzo 1495?-1585",Gambara Lorenzo 1496?-1586,"Gambara, Lorenzo 1496-1586","Gambara , Lorenzo","Gambara, Lorenzo 1496?-1586",,,
A3035,"Tiberianus, c. 4th century A.D.",,,Tiberianus,,,,Tiberianus ca. 4.Jh.,,Tiberianus spätantiker römischer Dichter,,,
A3036,"Bologni, Girolamo, 1454-1517",,,,,,Bologni Girolamo 1454-1517,"Bologni, Gerolamo 1454-1517",,"Bologni, Gerolamo 1454-1517",,,
A3032,"Bonvesin, da la Riva, approximately 1250-1314?",,,,,,Bonvesin da la Riva 1240?-1314?,Bonvicinus de Ripa 1250-1313,Bonvesin : de la Riva,Buonvicino ca1240-ca1313 da Riva,,,
A3029,"Campano, Giannantonio, Bishop, 1429-1477",,,,,,Campano Giannantonio 1429-1477,"Campanus, Johannes Antonius 1429-1477","Campano , Giovanni Antonio","Campano, Giannantonio 1429-1477",,,
A3037,"Cavallo, Filippo",,,,,,,,,,,,
A3094,Drepanius Florus 5th century,,,Drepanius Florus,,,,Drepanius Florus 5. Jh.,,,,Drepanius Florus 5. Jh,
A3093,"Aelius Paetus Catus, Sextus 2nd century?",,,Sextus Aelius Paetus Catus,,,,"Aelius Paetus Catus, Sextus v2. Jh.",,,,"Aelius Paetus Catus, Sextus",
A3060,Abbo Metensis ca. 627 - 643,,,Abbo Metensis,,,,Abbo Metensis ca. ca. 627 - 643,,,,Abbo Metensis ca. 627 – 643,
A3089,Aelius Maurus ca. 2nd/3rd century,,,Aelius Maurus,,,,Aelius Maurus ca. 2./3. Jh.,,,,Aelius Maurus,
A3047,Caelestinus,,,Caelestinus,,,,Caelestinus,,,,Caelestinus,
A3070,"Endelechius, Severus Sanctus ca. 4./5th century",,,Severus Sanctus Endelechius,,,Endelechius Severus Sanctus E.,"Endelechius, Severus Sanctus ca. 4./5. Jh.",,Severu Santu Endelequio,,Severus Sanctus Endelechius (Severus Rhetor),
A3044,Octavianus,,,Octavianus,,,,,,,,Octavianus,
A3066,Gaius Sempronius Tuditanus,,,Gaius Sempronius Tuditanus,,,,,,,,"Sempronius Tuditanus, Gaius",
A3048,Aurelius Romulus,,,Aurelius Romulus,,,,,,,,Aurelius Romulus,
A3045,Gaius Drusus,,,Gaius Drusus,,,,,,,,"Drusus, C.",
A3068,Mavortius,,,Mavortius,,,,,,,,Mavortius,
A3043,"Actorius Naso, Marcus",,,Marcus Actorius Naso,,,,,,,,"Actorius Naso, Marcus",
A3049,"Jacopone, da Todi, 1230-1306",,,Iacobus de Benedictis,,Jacopone da Todi,Jacopone da Todi 1230?-1306,Jacopone da Todi 1230-1306,Iacopone : da Todi,Iacopone da Todi,,"Jacopone, da Todi, 1230-1306",
A3046,"Colle, Bartolomeo da",,,,,,,"Colle, Bartolomeo da",,,,,
A3038,"Capitolinus, Julius, active 300",,,Iulius Capitolinus,,,Capitolinus Julius,,,"Capitolinus, Julius fl. 300",,"Capitolinus, Julius, fl. 300 (attributed author)",
A3042,Agrestius,,,Agrestius,,,,,,Agrestius,,,
A3061,"Wamba, King of the Visigoths, -687",,,"Wamba, rex Visigothorum",,,,"Wamba Westgotenreich, König -687",,,,,
A3041,"Acilius Glabrio, Manius, approximately 55-95",,,Manius Acilius Glabrio,,,,,,,,,
A3039,"Campesani, Benvenuto ca. 1220/25-1323/24",,,,,,,"Campesani, Benvenuto ca. 1220/25-1323/24",,,,,
A3040,"Della Casa, Giovanni, 1503-1556",,,,,,Della Casa Giovanni 1503-1556,"Della Casa, Giovanni 1503-1556","Della Casa , Giovanni","Casa, Giovanni Della",,,
A3115,"Theodosius, active 6th century",,,Theodosius,,,,Theodosius Archidiaconus ca. um 530,,Theodosius sec. VI arcidiacono,,"Theodosius, active 6th century",
A3085,"Vestricius Spurinna, Titus ca. 1st century",,,Titus Vestricius Spurinna,,,Spurinna Vestricius 0001-0099,"Vestricius Spurinna, Titus ca. 1. Jh.",,"Spurinna, Vestritius",,Vestricius Spurinna,
A3079,Proterius Alexandrinus 454,,,Proterius Alexandrinus,,,,Proterius Alexandrinus 454.,,,,Proterius Alexandrinus 454.,
A3114,"Dexter, Flavius Lucius 368-444",,,Flavius Lucius Dexter,,"Dextro, Flavio Lucio",,"Dexter, Flavius Lucius 368-444",,"Dexter, Flavius Lucius 368-444",,"Dexter, Flavius Lucius",
A3083,Bonosus Poeta 5th or 5th/6th century,,,Bonosus Poeta,,,,Bonosus Poeta 5. bzw. 5./6. Jh.,,,,Bonosus Poeta 5. bzw. 5./6. Jh. n. Chr,
A3095,Rusticus Presbyter 5th century,,,Rusticus,,,,Rusticus Presbyter 5. Jh.,,,,"Rusticus, Presbyter  5. Jh.",
A3080,Tanusius Geminus 1st century?,,,Tanusius Geminus,,,,Tanusius Geminus v1. Jh.,,,,"Tanusius Geminus, v. 1. Jh. Chr.",
A3086,Titius Aristo 1st/2nd century,,,Titius Aristo,,,,Titius Aristo 1./2. Jh.,,,,Titius Aristo,
A3084,Valens Mursiensis 430,,,Valens Mursiensis,,,,Valens Mursiensis 430,,,,Valens Mursiensis,
A3112,Pompeius Planta 1st century,,,Pompeius Planta,,,,Pompeius Planta 1. Jh.,,,,Pompeius Planta,
A3091,Trebellius Pollio ca. 3rd/4. century,,,Trebellius Pollio,,,,Trebellius Pollio ca. 3./4. Jh.,,Trebellius ca. 3./4. Jh Pollio,,"Trebellius, Pollio, 3./4. Jh. (attributed author)",
A3062,Stephanus Abbas 4. or 6th century,,,Stephanus Abbas,,,,Stephanus Abbas 4. bzw. 6. Jh.,,,,Stephanus Abbas 4. bzw. 6. Jh.,
A3096,"Haslob, Michael 1540-1589",,,Michael Haslobius,,,,"Haslob, Michael 1540-1589",,"Haslob, Michael 1540-1589",,"Haslobius, Michael",
A3081,"Rekared II. King of the Visigoths, King -621",,,Reccaredus‏ ‎Rex Wisigothorum,,,,"Rekared II. Westgotenreich, König -621",,,,"Rekared II. Westgotenreich, Ko?nig -621",
A3097,Cornelius Capitolinus,,,Cornelius Capitolinus,,,,Cornelius Capitolinus,,,,"Capitolinus, Cornelius",
A3082,Eucolpius ca. 3rd century,,,Eucolpius,,,,Eucolpius ca. 3. Jh.,,,,Encolpius,
A3071,Rubellius Blandus,,,Rubellius Blandus,,,,,,,,Rubellius Blandus,
A3075,"Clodius Thrasea Paetus, Publius -66",,,Publius Clodius Thrasea Paetus,,,,"Clodius Thrasea Paetus, Publius -66",,,,"Clodius Thrasea Paetus, Publius gest. 66 n. Chr.",
A3072,"Catiline, approximately 108 B.C.-62 B.C.",Catilina,,Lucius Sergius Catilina,,,Catilina 0108?-0062 av. J.-C.,"Catilina, Lucius Sergius v108-v62","Catilina , Lucius Sergius","Catilina, Lucius Sergius ca 108-62 a.C.",,"Catiline, approximately 108 B.C.-62 B.C",
A3069,"Pompilius, Paulus, 1454?-1491?",,,Paulus Pompilius,,,,,,"Pompilius, Paulus 1453?-1491?",,,
A3116,"Cassius Longinus, Gaius, active 54 B.C.-42 B.C.",,,Gaius Cassius Longinus,,,,"Cassius Longinus, Gaius Caesaris Interfector -v42",,,,"Cassius Longinus, Gaius, fl. 54-42 B.C.",
A3133,"Chrestien, Florent, 1541-1596",,,Quintus Septimius Florens Christianus,,,Chrestien Florent 1541-1596,"Chrestien, Florent 1541-1596",,Florent Chrestien,,"Chrestien, Florent, 1541-1596",
A3117,"Lampridius, Aelius",,,Aelius Lampridius,,,Lampride,"Lampridius, Aelius ca. 3./4. Jh.",,"Lampridius, Aelius ca. 3./4. Jh",,"Lampridius, Aelius (attributed author)",
A3119,"Sixtus II, Pope, -258",,,Sixtus II,,,,Sixtus II. Papst -258,,Sixtus -258 Pope II,,"Sixtus II, Pope, -258",
A3104,"Stigel, Johann, 1515-1562",,,Johannes Stigelius,,,,"Stigel, Johann 1515-1562",,"Stigel, Johann 1515-1562",,"Stigel, Johann 1515-1562",
A3107,"Tamayo de Vargas, Tomás, 1588-1641",,,,,"Tamayo de Vargas, Tomás 1587-1642",Tamayo de Vargas Tómas 1587-1641,"Tamayo de Vargas, Tomás 1588-1641",,"Tamayo de Vargas, Tomás",,"Tamayo de Vargas, Tom�s, 1588-1641",
A3101,Samuel Aniensis -1179,,,Samuel Aniensis,,,,Samuel Aniensis -1179,,Samuel Aniensis sec. XII,,Samuel Aniensis,
A3092,Fabius Rusticus,,,Fabius Rusticus,,,,,,,,Fabius Rusticus,
A3098,Bruttius,,,Bruttius,,,,Bruttius Person der Antike (spätere Kaiserzeit),,,,"Bruttius, Person der Antike",
A3087,Aelius Iunius Cordus 3rd century,,,Aelius Iunius Cordus,,,,Aelius Iunius Cordus 3. Jh.,,Aelius Iunius 3. Jh Cordus,,"Cordus, Aelius Iunius",
A3102,Calbulus Poeta 5th or 5th/6th century,,,Calbulus Poeta,,,,Calbulus Poeta 5. bzw. 5./6. Jh.,,,,Calbulus Poeta 5. bzw. 5./6. Jh. n. Chr,
A3105,Antoninus Honoratus 437,,,Antoninus Honoratus,,,,Antoninus Honoratus 437,,,,"Antoninus, Honoratus, d. 437",
A3099,"Coruncanius, Tiberius 254?-243?",,,Tiberius Coruncanius,,,,"Coruncanius, Tiberius v254-v243",,,,"Coruncanius, Tiberius",
A3090,"Iunius Arulenus Rusticus, Quintus -93",,,Quintus Iunius Arulenus Rusticus,,,,"Iunius Arulenus Rusticus, Quintus -93",,,,"Iunius Arulenus Rusticus, Quintus",
A3088,Eucheria ca. 6th/7th century,,,Eucheria,,,,Eucheria ca. 6./7. Jh.,,,,"Eucheria, Poeta, ca. 6./7. Jh.",
A3103,Magnetes,,,Magnetes,,,,Magnetes,,,,Magnetes,
A3106,Florentinus Poeta 5th or 5th/6th century,,,Florentinus Poeta,,,,Florentinus Poeta 5. bzw. 5./6. Jh.,,,,"Florentinus, Poeta, 5. bzw. 5./6. Jh. n. Chr.",
A3100,"Ampius Balbus, Titus 1st century?",,,Titus Ampius Balbus,,,,"Ampius Balbus, Titus v1. Jh.",,,,"Balbus, T. Ampius",
A3078,Cato Africanus 5th century,,,Cato Africanus,,,,Cato Africanus 5. Jh.,,,,Cato Africanus 5. Jh. n. Chr,
A3110,Aemilius Parthenianus,,,Aemilius Parthenianus,,,,Aemilius Parthenianus,,,,"Parthenianus, Aemilius",
A3149,"Madvig, J. N. (Johan Nikolai), 1804-1886",,,,,,,,,,,,
A3150,"Hansy, Théodore de, -1771",,,,,,,,,,,,
A3151,"Biel, Gabriel, -1495",,,,,,,,,,,,
A3120,"Alexander, of Tralles, approximately 525-approximately 605",,,Alexander Trallianus,,Alexandre de Tralles 525-605,Alexandre de Tralles 0525-0605,Alexander Trallianus ca. 6. Jh.,,,,"Pseudo-Alexander, of Tralles, ca. 525-ca. 605",
A3125,"Cereta, Laura, 1469-1499",,,Laura Cereta,,,Cereta Laura 1469-1499,"Cereta, Laura 1469-1499",,"Cereta, Laura 1469-1499",,"Cereta, Laura, 1469-1499",
A3123,"Corbulo, Gnaeus Domitius, -67",,,Gnaeus Domitius Corbula,,,,"Domitius Corbulo, Gnaeus um 7-67",,Гней Домиций Корбулон,,"Corbulo, Gnaeus Domitius d. 67",
A3147,"Galba, Servius Sulpicius, Emperor of Rome, 3 B.C.-69 A.D.",Galba,,Servius Sulpicius Galba Caesar Augustus,,,Galba empereur romain 0003 av. J.-C.-0069,"Galba Römisches Reich, Kaiser v3-69",,"Galba, Servius Sulpicius, 3 a.C.-69 d.C. imperatore romano,",,"Galba, Servius Sulpicius, Emperor of Rome, 3 B.C.-69 A.D.",
A3130,"Gentili, Scipione, 1563-1616",,,Scipio Gentilis,,,Gentili Scipione 1563-1616,"Gentili, Scipione 1563-1616",,"Gentili, Scipione 1563-1616",,"Gentili, Scipione, 1563-1616",
A3134,"Mark, Pope, -336",,,Marcus,,,,Markus Papst -336,,Markus -336 Papst,,"Mark, Pope, -336,  (SS Marcus)",
A3122,"Rufus, of Ephesus",,,Rufus Ephesius,,,,Rufus Ephesius ca. 1./2. Jh.,,Rufus d'Éphèse,,Rufus of Ephesus,
A3132,"Scheffer, Johannes Reichard, active approximately 1580",,,Johannes Reichard Scheffer,,,,"Scheffer, Johann Reichard",,"Scheffer, Johann Reichard fl. 1579-1605",,"Scheffer, Johannes Reichard",
A3135,"Sergius, the Grammarian, active 515-517",,,,,,,Sergius der Grammatiker,,Sergius fl. 515-517 the Grammarian,,"Sergius, the Grammarian, fl. 515-517",
A3128,"Stephanus, de Borbone, -approximately 1261",,,Stephanus Borboniensis,,,Étienne de Bourbon 119.?-1261?,Stephanus de Borbone 1190-1261,,Étienne de Bourbon asi 1190-asi 1261,,"Stephanus, de Borbone, d. ca. 1261",
A3113,Johannes Diaconus Romanus ca. 5th/6th century,,,Johannes Diaconus Romanus,,,,Johannes Diaconus Romanus ca. 5./6. Jh.,,,,Johannes Diaconus Romanus ca. 5./6. Jh.,
A3108,Vipstanus Messalla 1st century,,,Lucius Vipsanius Messalla,,,,Vipstanus Messalla 1. Jh.,,,,Vipstanus Messalla,
A3111,"Cosconius, Quintus 1st century?",,,Quintus Cosconius,,,,"Cosconius, Quintus v1. Jh.",,,,"Cosconius, Quintus",
A3109,"Felix, Flavius 5th or 5th/6th century",,,Flavius Felix,,,,"Felix, Flavius 5. bzw. 5./6. Jh.",,,,"Felix, Flavius 5. bzw. 5./6. Jh. n. Chr",
A3131,Avitus Bracarensis -440,,,Avitus Bracarensis,,,,Avitus Bracarensis -440,,,,Avitus Presbyter,
A3118,"Decimator, Heinrich 1544-1615",,,Henricus Decimator,,"Decimator, Heinrich 1544-1615",,"Decimator, Heinrich 1544-1615",,"Decimator, Heinrich n. 1544?",,"Decimator, Heinrich 1544-1615",
A3127,"Alcimus Alethius, Latinus 355",,,Alcimus Alethius,,,,"Alcimus Alethius, Latinus 355",,,,"Alcimus Alethius, Latinus um 355 n. Chr",
A3174,"Kukuljević Sakcinski, Ivan, 1816-1889",,,,,,,,,,,,
A3154,"Grégoire, L. (Louis), 1819-1897",,,,,,,,,,,,
A3175,"Sanderson, Robert, 1660-1741",,,,,,,,,,,,
A3172,"Quentell, Heinrich, -1501",,,,,,,,,,,,
A3155,"Rački, Franjo, 1828-1894",,,,,,,,,,,,
A3161,"Archestratus, of Gela",,,,,,Archestrate 03..-03.. av. J.-C.,Archestratus Gelous ca. v370,Archestratus,Archestrate,,,
A3152,"Georgius, of Cyprus, active 600",,,,,,,Georgius Cyprius ca. um 591/603,,Georgius active 600 of Cyprus,,,
A3156,"Abercius, Saint, Bishop of Hierapolis, -approximately 200",,,,,,,Aberkios von Hierapolis ca. 2. Jh.,,Aberci de Hieràpolis,,,
A3153,"Paulus, Aegineta",,,,,,Paul d'Égine 0625-0690,Paulus Aegineta ca. 7. Jh.,Paulus : Aegineta,Paulus Aegineta,,,
A3136,"Porphyry, approximately 234-approximately 305",,,,,Porfirio,Porphyre 0234-0305?,Porphyrius 233-301,Porphyrius,Porphyry ca. 234-ca. 305,,,
A3129,"Antonius, monk, disciple of Simeon Stylites, active 470",,,Antonius monachus,,,,,,,,"Antonius monk, disciple of Simeon Stylites fl. 470",
A3137,"Flavianus, Remmius",,,Remmius Flavianus,,,,,,,,"Flavianus, Remmius,  (fl. ca 400)",
A3121,"Gaunilo, active 11th century",,,Gaunilo Maioris Monasterii,,,Gaunilon 099.?-1083?,Gaunilo Maioris Monasterii,,,,"Gaunilo, active 11th century",
A3143,Hegemonius,,,Hegemonius,,,Hégémonius,Hegemonius ca. 4. Jh.,,Hegemonius ca. 4. Jh,,Hégémonius,
A3126,"Lucian, of Antioch, Saint, -312",,,Lucianus de Caphargamala,,,,,,"Lucian d. 312 of Antioch, Saint",,Lucianus de Caphargamala 5. Jh. (Lucianus Presbyter),
A3140,"Map, Walter, active 1200",,Walter Map,Gualterius Mappus,,,Map Walter 1140?-1209?,"Map, Walter 1140-1209",,"Map, Gautier 1200 fl",,"Map, Walter, fl. 1200",
A3124,"Melissus, Paulus, 1539-1602",,,Paulus Schedius Melissus,,,Melissus Paulus 1539-1602,"Schede Melissus, Paulus 1539-1602",,"Schede, Paul",,"Melissus, Paulus, 1539-1602",
A3138,"Plancus, Lucius Munatius",,,Lucius Munatius Plancus,,,Munatius Plancus Lucius 0086?-0020? av. J.-C.,"Plancus, Lucius Munatius v87-v15",,"Plancus, Lucius Munatius v44/43",,"Plancus, Lucius Munatius",
A3148,"Pompey, the Great, 106 B.C.-48 B.C.",Pompey,,Gnaeus Pompeius Magnus,,,Pompée 0106-0048 av. J.-C.,"Pompeius Magnus, Gnaeus v106-v48",,"Pompeius, Cn 106-48 v. Chr Magnus",,"Pompey, the Great, 106-48 B.C.",
A3145,"Scultetus, Tobias, 1563-1620",,,Tobias Scultetus,,,,"Scultetus, Tobias",,"Scultetus, Tobias",,"Scultetus, Tobias",
A3206,"Wesele Scholten, Benjamin Petrus van, 1762-1829",,,,,,,,,,,,
A3203,"Bonnell, Eduard, 1802-1877",,,,,,,,,,,,
A3177,"Richter, Gustav, 1838-1904",,,,,,,,,,,,
A3168,"Wunsch, Richard, 1869-1911",,,,,,,,,,,,
A3157,"Janssonius van Waesberge, Johannes, active 1642-1681",,,,,,,,,,,,
A3173,"Frédéricq, Paul, 1850-1920",,,,,,,,,,,,
A3158,"Mignault, Claude, approximately 1536-1606",,,,,,,,,,,,
A3176,"Clein, Johann, -1530",,,,,,,,,,,,
A3195,"Isaeus, approximately 420 B.C.-approximately 350 B.C.",,,,,Iseo 420-350? a.C.,Isée 0420?-0350? av. J.-C.,Isaeus v420-v350,,Iseu de Calcis,,,
A3162,"Marinus, active 5th century",,,,,,,Marinus Neapolitanus 440-,,Marinus of Samaria,,,
A3204,"Nicephorus, Chartophylax",,,,,,Nicéphore 1 patriarche de Constantinople 0758?-0828?,"Nikephoros Konstantinopel, Patriarch 750-828",,Nicéphore 0758?-0828 patriarche de Constantinople,,,
A3165,"Symeon, Metaphrastes, active 10th century",,,,,,,,,Symeon active 10th century Metaphrastes,,,
A3146,"Helenius Acro, active 2nd century",,,,,,,"Acro, Helenius ca. 2. Jh.",,"Acro, Helenius",,,
A3142,"Balbus, Lucius Cornelius",,,Lucius Cornelius Balbus,,,,"Balbus, Lucius Cornelius Minor v19",,Luci Corneli Balb Menor,,"Balbus, Lucius Cornelius.",
A3139,"Charlemagne, Emperor, 742-814",Charlemagne,,Carolus Magnus,,"Carlomagno, Emperador",Charlemagne empereur d'Occident 0742-0814,Karl I Kaiser des Römisch-Deutschen Reichs 742-814,,Charlemagne 0742-0814 empereur d'Occident,,"Charlemagne, 742-814",
A3144,Petrus Referendarius 5th or 5th/6th century,,,Petrus Referendarius,,,,Petrus Referendarius 5. bzw. 5./6. Jh.,,,,Petrus Referendarius 5. bzw. 5./6. Jh. n. Chr,
A3141,"Aurunculeius Cotta, Lucius -v53",,,Lucius Aurunculeius Cotta,,,,"Aurunculeius Cotta, Lucius -v53",,,,"Aurunculeius Cotta, Lucius gest. 53 v. Chr.",
A3207,"Knöll, Pius",,,,,,,,,,,,
A3205,Horatius Romanus,,,,,,,,,,,,
A3202,"Pohlenz, M. (Max), 1872-1962",,,,,,,,,,,,
A3201,"Pausanias, active approximately 150-175",,,,,,,,,,,,
A3198,"Fickelscherer, Martin",,,,,,,,,,,,
A3199,"Lydus, Johannes Laurentius, 490-approximately 565",Lydus,,,,,,,,,,,
A3185,"Rossbach, Otto, 1858-1931",,,,,,,,,,,,
A3183,"Lapide, Cornelius Cornelii a, 1567-1637",,,,,,,,,,,,
A3190,"Beughem, Cornelis à, active 1678-1710",,,,,,,,,,,,
A3180,"Fierville, Ch. (Charles), 1833-",,,,,,,,,,,,
A3188,"Thomas, Antoine, 1644-1709",,,,,,,,,,,,
A3171,"Viñals Rubio, Marcos, 1812-1895",,,,,,,,,,,,
A3178,"Nys, Ernest, 1851-1920",,,,,,,,,,,,
A3186,"Bate, John Pawley, 1857-1921",,,,,,,,,,,,
A3169,"Wright, Herbert F. (Herbert Francis), 1892-1945",,,,,,,,,,,,
A3182,"Tonson, Jacob, 1656?-1736",,,,,,,,,,,,
A3189,"Rymer, Thomas, 1641-1713",,,,,,,,,,,,
A3179,"Souter, Alexander, 1873-1949",,,,,,,,,,,,
A3187,"Vosgien, 1709-1765",,,,Jean-Baptiste Ladvocat,,,,,,,,
A3170,"Fonseca, Antonio, 1517-1559?",,,,,,,,,,,,
A3184,"Riley, Henry T. (Henry Thomas), 1816-1878",,,,,,,,,,,,
A3181,"Serenus, Antinoensis",,,,,,Serenus antinoensis 0300?-0350?,Serenus Antinoensis ca. 4. Jh.,,Serenus Antinoensis sec. IV,,,
A3193,"Callistratus, active 3rd century-4th century",,,,,Calístrato,Callistrate,Callistratus Sophista 4. Jh.,,Callistratus active 3rd century-4th century,,,
A3213,"Bremer, F. P. (Franz Peter), 1832-",,,,,,,,,,,,
A3214,"Sáenz de Aguirre, José, 1630-1699",,,,,,,,,,,,
A3215,"Holmes, George, 1662-1749",,,,,,,,,,,,
A3191,"Caecilius, Calactinus",,,,,,,Caecilius Calactinus ca. 1. Jh. v. Chr.-1. Jh. n. Chr.,,Caecilius Calactensis,,,
A3192,"Julian, Emperor of Rome, 331-363",,,,,"Juliano, Emperador de Roma",Julien empereur romain 0331-0363,"Julian Römisches Reich, Kaiser 331-363",,"Julianus, Apostata 331-363 ローマ皇帝",,,
A3194,"Andocides, approximately 440 B.C.-approximately 390 B.C.",,,,,Andócides 440-390 a.C.,Andocide 0440?-0390? av. J.-C.,Andocides Orator v440-v391,Andocides,Andocides ca. v440 - v391 Orator,,,
A3238,"Drosihn, Friedrich, -1871",,,,,,,,,,,,
A3237,"Peerlkamp, Petrus Hofman, 1786-1865",,,,,,,,,,,,
A3241,"Olivieri, Alexander, 1872-1950",,,,,,,,,,,,
A3200,"Hannig, Franz, 1873-",,,,,,,,,,,,
A3210,"Hartman, J. J. (Jacobus Johannes), 1851-1924",,,,,,,,,,,,
A3218,"Holder, Alfred, 1840-1916",,,,,,,,,,,,
A3196,"Kirchhoff, Alfred, 1838-1907",,,,,,,,,,,,
A3211,"Philoponus, John, active 6th century",,,,,,,,,,,,
A3197,"Schubart, Johann Heinrich Christian, 1800-1885",,,,,,,,,,,,
A3208,"Seckel, Emil, 1864-1924",,,,,,,,,,,,
A3216,"Vermaat, Hendrik",,,,,,,,,,,,
A3227,"Larroumet, Gustave",,,,,,,,,,,,
A3212,"Schullian, Dorothy M. (Dorothy May), 1906-1989",,,,,,,,,,,,
A3209,"Funaioli, Gino, 1878-1958",,,,,,,,,,,,
